"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
651,"Archives municipales d'Avignon","1099W","10/10/2012","Archives publiques","Versement",NA,NA,"Opéra","7 articles de la direction de la scène et des services techniques (1992 - 2012).","Support papier","0,7",7,"2012"
652,"Archives municipales d'Avignon","107Fi334","12/10/2012","Archives privées","Achat",NA,NA,"Carte de visite photographique","Carte de visite photographique, format 13x18, réalisée par Paul Miesienski. Portrait d'alésienne ou comtadine, vers 1910.","Support papier","0,01",1,"2012"
653,"Archives municipales d'Avignon","1Fi21","12/10/2012","Archives privées","Achat",NA,NA,"Gravure de Denise Cornu","Sérigraphie de Denise Cornu numérotée 13/20 représentant une vue générale d'Avignon.","Support papier","0,01",1,"2012"
654,"Archives municipales d'Avignon","6Fi","24/05/2006","Archives privées","Don",NA,NA,"Cartes postales","Cartes postales reproduisant 3 clichés positif sur les inondations d'Avignon. Don de Olivier, société Saluces à Avignon. 12*7,5cm","Support papier","0,01",3,"2006"
655,"Archives municipales d'Avignon","3Fi29","05/09/2012","Archives privées","Achat",NA,NA,"Carte du Comtat Venaissin","Carte du Comtat venaissin de la fin du XVIIIème siècle","Support papier","0,01",1,"2012"
656,"Archives municipales d'Avignon","1106W","30/10/2012","Archives publiques","Versement",NA,NA,"Commande publique","151 articles de marchés soldés (2004 - 2011)","Support électronique","13",151,"2012"
657,"Archives municipales d'Avignon","1107W","30/10/2012","Archives publiques","Versement",NA,NA,"Commande publique","19 articles de CONR (2004 - 2011)","Support électronique","0",19,"2012"
658,"Archives municipales d'Avignon","76Z","30/10/2012","Archives privées","Don",NA,NA,"French-American Film Workshop of Avignon","Affiches, cassettes","Support papier","0",0,"2012"
659,"Archives municipales d'Avignon","78Z","09/11/2012","Archives publiques","Versement",NA,NA,"Office de tourisme","200 articles environ d'administration générale, de communication de l'établissement (1958 - 2005)","Support papier","13",200,"2012"
660,"Archives municipales d'Avignon","2Fi","14/11/2012","Archives privées","Don",NA,NA,"1 Gravure XIXème siècle","Gravure du XIXème siècle représentant la bataille de l'Armana Prouvençau devant la librairie Roumanille.","Support papier","0,01",1,"2012"
661,"Archives municipales d'Avignon","1101W","16/11/2012","Archives publiques","Versement",NA,NA,"Secrétariat général","22 articles de dossiers de séances du conseil municipal (2007 - 2008)","Support papier","3,3",22,"2012"
662,"Archives municipales d'Avignon","1110W","07/12/2012","Archives publiques","Versement",NA,NA,"Secrétariat général","58 registres d'arrêtés du maire, 1 article de listes chrono-numériques de ces arrêtés (2011).","Support papier","2,2",59,"2012"
663,"Archives municipales d'Avignon","77Z","17/12/2012","Archives privées","Don",NA,NA,"Groupe Danse Golovine","19 articles du théâtre de danse Catherine et G. Golovine rue Sainte Catherine.","Support papier","2,6",19,"2012"
664,"Archives municipales d'Avignon","1E","08/01/2013","Archives publiques","Versement",NA,NA,"Mairie de Montfavet","1 registre NMD (1912) ( 1E513), 1 table décennale NMD (1903-1912) (1E545).","Support papier","0,1",2,"2013"
665,"Archives municipales d'Avignon","1E","08/01/2013","Archives publiques","Versement",NA,NA,"Etat-civil","3 registres NMD (1912) (1E119, 1E269, 1E418) ; 3 tables décennales NMD (1912) (1E460, 1E477, 1E492).","Support papier","0,6",6,"2013"
666,"Archives municipales d'Avignon","Fi","21/11/2012","Archives privées","Achat",NA,NA,"Photographies anciennes","Lot de photographies anciennes : inondation du 13 octobre 1896, inondation du 13 novembre 1896, fragments de sculptures au musée Calvet, tombeau du cardinal de Brancas au musée Calvet, 1 carte de visite de F. Miesienski, 1 carte de visite de Chabrier de Lafongt, 1 carte photo de groupe, 1 photographie de groupe aux halles d'Avignon en 1899.","Support papier","0,05",8,"2012"
667,"Archives municipales d'Avignon","1108W","09/01/2013","Archives publiques","Versement",NA,NA,"Jumelages","26 articles de fonctionnement du service (1960-2011)","Support mixte","0",26,"2013"
668,"Archives municipales d'Avignon","Fi","21/11/2012","Archives privées","Achat",NA,NA,"8 photographies","6 photographies grand format (Orléans, Laon, Aigues-Mortes, Venise, Mont Carmel, Paris). 1 photographie stéréoscopique. 1 carte photo de groupe.","Support papier","0,05",8,"2012"
669,"Archives municipales d'Avignon","3Fi","21/11/2012","Archives privées","Achat",NA,NA,"1 carte du département de Vaucluse","Carte grand format dressée par Alexis Donnet, gravée et éditée à Paris. Appartient à la série des Atlas des départemens français. Première moitié du XIXème siècle.","Support papier","0,01",1,"2012"
670,"Archives municipales d'Avignon","136Fi","14/02/2012","Archives privées","Achat",NA,NA,"74 Typons de l'imprimerie Pinguet","Typons de l'imprimerie Pinguet à Avignon ayant servi à l'édition illustrée de l'ouvrage de Paul Manivet, ""Les rues d'Avignon"" en 1931.","Support papier","1",74,"2012"
671,"Archives municipales d'Avignon","11Fi","17/11/2012","Archives privées","Achat",NA,NA,"1 photographie de Blanche Barretta",NA,"Support papier","0,01",1,"2012"
672,"Archives municipales d'Avignon","13 et 14Fi","31/12/2012","Archives privées","Don",NA,NA,"Lot d'affiches d'expositions",NA,"Support papier","0,5",1,"2012"
673,"Archives municipales d'Avignon","AV","31/12/2012","Archives privées","Don",NA,NA,"Lot de documents audiovisuels","Masters UMatic et BetaCam, de quatre reportages réalisés par le CRAV (Centre de Ressources Audivisuelles de Vaulcuse) et la société Trèfle Production.","Support papier","0,5",5,"2012"
674,"Archives municipales d'Avignon","810W6","01/02/2013","Archives publiques","Versement",NA,NA,"Direction générale","Jean-Louis Cros, dossier Avignon 2000 capitale européenne de la culture (1997 - 2000).","Support papier","0,1",1,"2013"
675,"Archives municipales d'Avignon","1118W","07/03/2013","Archives publiques","Versement",NA,NA,"Cellule emploi","Dossiers de demandeurs d'emploi (2002).","Support papier","2,9",29,"2013"
676,"Archives municipales d'Avignon","1119W","07/03/2013","Archives publiques","Versement",NA,NA,"Cellule emploi","Dossiers de demandeurs d'emploi (2003).","Support papier","1,4",14,"2013"
677,"Archives municipales d'Avignon","1120W","07/03/2013","Archives publiques","Versement",NA,NA,"Cellule emploi","Dossiers de demandeurs d'emploi (2004).","Support papier","4,2",42,"2013"
678,"Archives municipales d'Avignon","1121W","07/03/2013","Archives publiques","Versement",NA,NA,"Cellule emploi","Dossiers de demandeurs d'emploi (2001, 2005, 2010), agendas.","Support papier","0,6",9,"2013"
679,"Archives municipales d'Avignon","77Z","02/04/2013","Archives privées","Don",NA,NA,"Groupe Danse Golovine","Complément du don n° 663 du 17/12/2012","Support papier","12",0,"2013"
680,"Archives municipales d'Avignon","1124W","02/04/2013","Archives publiques","Versement",NA,NA,"Secrétariat général","Cassettes d'enregistrement des séances du conseil municipal.","Support papier","0",0,"2013"
681,"Archives municipales d'Avignon","137Fi","15/04/2013","Archives privées","Don",NA,NA,"69 photographies d'Ange Esposito sur CD","1 CD contenant 69 photographies numériques de la prison d'Avignon (2010) ainsi qu'un diaporama.","Support papier","0,01",70,"2013"
682,"Archives municipales d'Avignon","1127W","17/04/2013","Archives publiques","Versement",NA,NA,"Cabinet des élus","Vrac bureau Tomas REDONDO, adjoint limogé en mars 2013.","Support papier","4,2",0,"2013"
683,"Archives municipales d'Avignon","8Fi","15/04/2013","Archives privées","Achat",NA,NA,"Album photographique","Album photographique ""Félix Potin"" de 38 planches (manque la 20 et la 38) et de 456 portraits de personnalités françaises et étrangères.","Support papier","0,05",456,"2013"
684,"Archives municipales d'Avignon","2Fi","15/04/2013","Archives privées","Achat",NA,NA,"Dessin de Henri Nodet","Dessin d'Henri Nodet projetant l'aménagement de la salle brûlée et du jeu de ballon au Palais des papes en musée et bibliothèque.","Support mixte","0,01",1,"2013"
685,"Archives municipales d'Avignon","1126W","23/04/2013","Archives publiques","Versement",NA,NA,"Patrimoine et habitat","31 panneaux d'exposition, 13 articles OPAH 1, 2, 3 et 4 (1992 - 2012).","Support papier","4,2",44,"2013"
686,"Archives municipales d'Avignon","1124W","02/04/2013","Archives publiques","Versement",NA,NA,"Secrétariat général","5 articles versés par l'économat (2006 - 2011).","Support mixte","0",5,"2013"
687,"Archives municipales d'Avignon","1113W","12/04/2013","Archives publiques","Versement",NA,NA,"Personnel-mobilité-formation","31 articles (2007 - 2011).","Support papier","3,4",31,"2013"
688,"Archives municipales d'Avignon","1128W","30/04/2013","Archives publiques","Versement",NA,NA,"Centre hospitalier d'Avignon","340 articles de dossiers des patients (1923 - 1994).","Support papier","0",340,"2013"
689,"Archives municipales d'Avignon","1077W","21/05/2013","Archives publiques","Versement",NA,NA,"Personnel-gestion","29 articles de dossiers de personnel retraite, décès, invalidité et accidents de service (1967 - 2011).","Support papier","4,7",29,"2013"
690,"Archives municipales d'Avignon","1123W","21/05/2013","Archives publiques","Versement",NA,NA,"Personnel-gestion","33 articles de dossiers de personnel retraite, décès, invalidité et accidents de service (1971 - 2009).","Support papier","4,3",33,"2013"
691,"Archives municipales d'Avignon","1113W","22/05/2013","Archives publiques","Versement",NA,NA,"Personnel-mobilité-formation","31 articles (2007 - 2011).","Support papier","4,5",31,"2013"
692,"Archives municipales d'Avignon","1115W","22/05/2013","Archives publiques","Versement",NA,NA,"Commande publique","8 articles de délégations de services publics (2004 - 2007).","Support mixte","0,8",8,"2013"
693,"Archives municipales d'Avignon","1116W","22/05/2013","Archives publiques","Versement",NA,NA,"Commande publique","54 articles de marchés soldés (2004 - 2010).","Support papier","6,9",54,"2013"
694,"Archives municipales d'Avignon","1117W","22/05/2013","Archives publiques","Versement",NA,NA,"Commande publique","29 articles de CONR (2012).","Support papier","3,6",29,"2013"
695,"Archives municipales d'Avignon","56Z","26/07/2012","Archives privées","Don",NA,NA,"Fonds Mérindol, Raphaël","Archives personnelles (1811 - 2010).","Support papier","14",13,"2012"
696,"Archives municipales d'Avignon","1122W","24/05/2013","Archives publiques","Versement",NA,NA,"Personnel-gestion","15 articles d'éléments variables de paie (2010).","Support papier","1,8",15,"2013"
697,"Archives municipales d'Avignon","1111W","24/05/2013","Archives publiques","Versement",NA,NA,"Etat-civil","13 articles du bureau des mariages (2010).","Support papier","3,1",13,"2013"
698,"Archives municipales d'Avignon","1125W","24/05/2013","Archives publiques","Versement",NA,NA,"Secrétariat général","5 boites de l'économat (2006 - 2011).","Support papier","0,8",5,"2013"
699,"Archives municipales d'Avignon","1129W","28/05/2013","Archives publiques","Versement",NA,NA,"Affaires générales et militaires","16 articles (1987 - 2012).","Support papier","1,7",16,"2013"
700,"Archives municipales d'Avignon","1130W","28/05/2013","Archives publiques","Versement",NA,NA,"Financiers","Vrac récupéré dans le local de pré-archivage du service","Support papier","23,7",78,"2013"
701,"Archives municipales d'Avignon","1131W","28/05/2013","Archives publiques","Versement",NA,NA,"Cabinet des élus","Archives de Vincent Leleu","Support papier","2,5",0,"2013"
702,"Archives municipales d'Avignon","1112W","03/06/2013","Archives publiques","Versement",NA,NA,"Hygiène","46 articles (doubles PC, DT, chronos, plaintes et pétitions, pièces comptables)","Support papier","4,6",46,"2013"
703,"Archives municipales d'Avignon","79Z","05/06/2013","Archives privées","Don",NA,NA,"Maison Jean Vilar","Archives de l'association Jean Vilar et archives personnelles de Melly et Paul Puaux.","Support papier","0",0,"2013"
704,"Archives municipales d'Avignon","1132W","17/06/2013","Archives publiques","Versement",NA,NA,"Personnel-gestion","107 articles de dossiers personnel retraités, décédés, mutés et d'accidents de service (2007 - 2011).","Support mixte","10,7",107,"2013"
705,"Archives municipales d'Avignon","1134W","14/06/2013","Archives publiques","Versement",NA,NA,"Opéra","12 articles de factures (2008) + 3 articles de factures (2009).","Support papier","5,5",23,"2013"
706,"Archives municipales d'Avignon","Z","01/07/2013","Archives privées","Don",NA,NA,"Fonds Allier","Archives personnelles de la procédure de M. et Mme LAllier contre le Mégafaune angle rue du rempart Saint-Lazare et rue Sureau.","Support papier","0",0,"2013"
707,"Archives municipales d'Avignon","1135W","19/07/2013","Archives publiques","Versement",NA,NA,"Direction générale","56 articles archives de Laurent REGNE directeur général adjoint (1992 - 2013)","Support papier","10",56,"2013"
708,"Archives municipales d'Avignon","1137W","22/08/2013","Archives publiques","Versement",NA,NA,"Financiers","57 articles de pièces préparatoires aux budgets et comptes de gestion (2000 - 2010).","Support papier","5,4",57,"2013"
709,"Archives municipales d'Avignon","1136W","22/08/2013","Archives publiques","Versement",NA,NA,"Enseignement","223 articles (1983 - 2011)","Support papier","23",223,"2013"
710,"Archives municipales d'Avignon","1138W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commandes, factures (2003).","Support papier","7,5",77,"2013"
711,"Archives municipales d'Avignon","1139W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commande, bons de livraison, factures (2004).","Support papier","7,3",86,"2013"
712,"Archives municipales d'Avignon","1140W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commandes, bons de livraison, factures (2005).","Support papier","7",95,"2013"
713,"Archives municipales d'Avignon","1141W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commande, bons de livraison, factures (2006).","Support papier","11,2",112,"2013"
714,"Archives municipales d'Avignon","1142W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commandes, bon de livraison, factures (2007).","Support papier","8,7",87,"2013"
715,"Archives municipales d'Avignon","1143W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commande, bons de livraison, factures (2008).","Support papier","9",82,"2013"
716,"Archives municipales d'Avignon","1144W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Budget primitif : devis, bons de commande, bons de livraison, factures (2009).","Support papier","0,1",1,"2013"
717,"Archives municipales d'Avignon","1145W","09/09/2013","Archives publiques","Versement",NA,NA,"Financiers","Relances fournisseurs, factures suspendues","Support papier","2,3",23,"2013"
718,"Archives municipales d'Avignon","1147W","20/09/2013","Archives publiques","Versement",NA,NA,"Personnel-mobilité-formation","62 articles (2001 - 2010), ajout 1 article (1147W63) versé le 13 janvier 2014.","Support électronique","8,5",63,"2013"
719,"Archives municipales d'Avignon","2Fi136-138","10/09/2013","Archives privées","Achat",NA,NA,"Trois lithographies","Lithographies de Magny : le pont Saint-Bénézet, les remparts, bateau sur le Rhône.","Support papier","0,01",3,"2013"
720,"Archives municipales d'Avignon","80Z","19/09/2013","Archives privées","Don",NA,NA,"Fonds du Domaine de Roberty","Lot de documents provenant de l'ancien domaine de Roberty au Pontet (4 cartons).","Support papier","1,2",4,"2013"
721,"Archives municipales d'Avignon","1150W","24/09/2013","Archives publiques","Versement",NA,NA,"Secrétariat général","45 registres d'arrêtés du Maire, 1 article de listes chrono-numériques d'arrêtés (2011- 2013).","Support papier","1,7",46,"2013"
722,"Archives municipales d'Avignon","1149W","24/09/2013","Archives publiques","Versement",NA,NA,"Foncier","33 articles de DIA en DPU (2009).","Support papier","3,3",33,"2013"
723,"Archives municipales d'Avignon","1148W","03/10/2013","Archives publiques","Versement",NA,NA,"Musée Requien","22 articles (1956-2009)","Support papier","2,2",22,"2013"
724,"Archives municipales d'Avignon","1151W","04/10/2013","Archives publiques","Versement",NA,NA,"Foncier","37 articles de DIA en DPU (2010).","Support papier","3,7",37,"2013"
725,"Archives municipales d'Avignon","1152W","04/10/2013","Archives publiques","Versement",NA,NA,"Opéra","4 articles de factures (2010) + 5 articles de budgets versés le 19/10/2013 (2009-2013).","Support électronique","2,7",9,"2013"
