"ID","nomArch","coteArch","dateEntree","statutJur","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt"
7159,"Archives municipales de St Etienne","EL","29/10/2009","Archives publiques","Versement",NA,NA,"Archives du Groupement d'Intérêt Public du Grand Projet de Ville. Documents éliminables à terme.","Archives du Groupement d'Intérêt Public du Grand Projet de Ville. Documents éliminables à terme.","Support papier","2,50",25
7160,"Archives municipales de St Etienne","W","29/10/2009","Archives publiques","Versement",NA,NA,"Archives du GIP/GPV (groupement d'intérêt public du grand projet de ville)","Archives du GIP/GPV (groupement d'intérêt public du grand projet de ville)","Support papier","3,60",24
7161,"Archives municipales de St Etienne","S","20/10/2009","Archives publiques","Don",NA,NA,"Archives de la SAIEM (Société Anonyme immobilière d'Economie Mixte)","Archives de la SAIEM (Société Anonyme immobilière d'Economie Mixte)","Support papier","1,50",12
7162,"Archives municipales de St Etienne","W","29/10/2009","Archives publiques","Versement",NA,NA,"Marchés inférieurs à 20000 euros ; fonctionnement du service","Marchés inférieurs à 20000 euros ; fonctionnement du service","Support électronique","1,20",13
7163,"Archives municipales de St Etienne","EL","27/10/2009","Archives publiques","Versement",NA,NA,"Marchés publics supérieurs à 80 000 euros HT.","Marchés publics supérieurs à 80 000 euros HT.","Support papier","7,00",49
7164,"Archives municipales de St Etienne","W","12/11/2009","Archives publiques","Versement",NA,NA,"MANDATS  TITRES ET BORDEREAUX CORRESPONDANTS","MANDATS  TITRES ET BORDEREAUX CORRESPONDANTS","Support papier","2,10",14
7165,"Archives municipales de St Etienne","C","02/11/2009","Archives privées","Don",NA,NA,"L'Enfant Loire (ouvrage).","L'Enfant Loire (ouvrage).","Support papier","0,05",1
7166,"Archives municipales de St Etienne","S","06/11/2009","Archives privées","Don",NA,NA,"Pierres d'hier, mémoire d'aujourd'hui. Le patrimoine des monuments aux morts ligériens. Mémoire de master 1 métiers du patrimoine (2 volumes).","Pierres d'hier, mémoire d'aujourd'hui. Le patrimoine des monuments aux morts ligériens. Mémoire de master 1 métiers du patrimoine (2 volumes).","Support papier","0,05",0
7167,"Archives municipales de St Etienne","NUM","06/11/2009","Archives privées","Don",NA,NA,"Reproductions numériques de documents relatifs à la 2nde Guerre Mondiale appartenant à MM. Beaulaygue et Prebilski.","Reproductions numériques de documents relatifs à la 2nde Guerre Mondiale appartenant à MM. Beaulaygue et Prebilski.","Support papier","0,05",2
7168,"Archives municipales de St Etienne","NUM","06/11/2009","Archives privées","Don",NA,NA,"Photographies numériques du site de la Manufacture d'Armes de Saint-Etienne","Photographies numériques du site de la Manufacture d'Armes de Saint-Etienne","Support papier","0,05",1
7169,"Archives municipales de St Etienne","FI","09/11/2009",NA,"Don",NA,NA,"Plan du projet d'aménagement, d'embellisement et d'extension de Saint-Etienne par Edouard Hur.","Plan du projet d'aménagement, d'embellisement et d'extension de Saint-Etienne par Edouard Hur.","Support électronique","0,05",2
7170,"Archives municipales de St Etienne","EL","18/11/2009","Archives publiques","Versement",NA,NA,"Dossiers des recrutements GEC1 (direction Petite enfance, Education, Santé publique, Marchés publics, Affaires culturelles, Communication)","Dossiers des recrutements GEC1 (direction Petite enfance, Education, Santé publique, Marchés publics, Affaires culturelles, Communication)","Support papier","1,95",13
7171,"Archives municipales de St Etienne","D","26/11/2009","Archives publiques","Versement",NA,NA,"Registres des délibérations","Registres des délibérations","Support papier","2,80",59
7172,"Archives municipales de St Etienne","EL","27/11/2009","Archives publiques","Versement",NA,NA,"Restauration scolaire : pointage cantine","Restauration scolaire : pointage cantine","Support papier","15,20",76
7173,"Archives municipales de St Etienne","S","01/12/2009","Archives privées","Don",NA,NA,"Article du donateur sur les mouvements de jeunesse de Vichy (sans date).","Article du donateur sur les mouvements de jeunesse de Vichy (sans date).","Support papier","0,05",1
7174,"Archives municipales de St Etienne","EL","08/12/2009","Archives publiques","Versement",NA,NA,"Registres d'émargement des plis d'huissiers.","Registres d'émargement des plis d'huissiers.","Support papier","0,30",2
7175,"Archives municipales de St Etienne","W","10/12/2009","Archives publiques","Versement",NA,NA,"Reprise de concessions temporaires, fiches échéances 1995-1996, 1996-1997.","Reprise de concessions temporaires, fiches échéances 1995-1996, 1996-1997.","Support papier","0,40",3
7176,"Archives municipales de St Etienne","W","10/12/2009","Archives publiques","Versement",NA,NA,"Listes des recensés et non recensés (2005-2008), notices individuelles (2007-2008).","Listes des recensés et non recensés (2005-2008), notices individuelles (2007-2008).","Support papier","0,70",7
7177,"Archives municipales de St Etienne","EL","08/12/2009","Archives publiques","Versement",NA,NA,"Sortie de territoire des mineurs, pour la période du 29/01/2007 au 31/12/2007","Sortie de territoire des mineurs, pour la période du 29/01/2007 au 31/12/2007","Support papier","4,84",22
7178,"Archives municipales de St Etienne","EL","18/12/2009","Archives publiques","Versement",NA,NA,"Préparation des arrêtés, avis.","Préparation des arrêtés, avis.","Support papier","0,30",2
7179,"Archives municipales de St Etienne","S","07/12/2009","Archives privées","Don",NA,NA,"Revue ""Forez-Vivarais"" sur l'exposition internationale de Paris.","Revue ""Forez-Vivarais"" sur l'exposition internationale de Paris.","Support électronique","0,05",1
7180,"Archives municipales de St Etienne","FI","17/12/2009","Archives privées","Don",NA,NA,"Carte postale de la gare de la Terrasse éditée par le bureau de poste de la Terrasse (sans date).","Carte postale de la gare de la Terrasse éditée par le bureau de poste de la Terrasse (sans date).","Support papier","0,05",1
7181,"Archives municipales de St Etienne","S","18/12/2009","Archives privées","Don",NA,NA,"Recueil de chansons par Léon-Robert Brice (sans date).","Recueil de chansons par Léon-Robert Brice (sans date).","Support papier","0,05",1
7182,"Archives municipales de St Etienne","S","08/12/2009","Archives privées","Achat",NA,NA,"Revues (5) relatives à des évènements stéphanois.","Revues (5) relatives à des évènements stéphanois.","Support papier","0,05",5
7183,"Archives municipales de St Etienne","FI","18/11/2009","Archives privées","Don",NA,NA,"Don complémentaires de plans du cabinet d'archivtecte Raymond Eyraud.","Don complémentaires de plans du cabinet d'archivtecte Raymond Eyraud.","Support mixte","2,70",0
7184,"Archives municipales de St Etienne","S","09/12/2009","Archives privées","Don",NA,NA,"Ouvrage sur le sculpteur Charles Machat.","Ouvrage sur le sculpteur Charles Machat.","Support papier","0,05",1
7185,"Archives municipales de St Etienne","EL","07/01/2010","Archives publiques","Versement",NA,NA,"Dossiers de Claire Valette, fonctionnement de la direction","Dossiers de Claire Valette, fonctionnement de la direction","Support papier","10,30",55
7185,"Archives municipales de St Etienne","W","07/01/2010","Archives publiques","Versement",NA,NA,"Dossiers de Claire Valette, fonctionnement de la direction","Dossiers de Claire Valette, fonctionnement de la direction","Support papier","10,30",55
7186,"Archives municipales de St Etienne","EL","07/01/2010","Archives publiques","Versement",NA,NA,"Suivi des campagnes de recensement","Suivi des campagnes de recensement","Support papier","4,70",11
7186,"Archives municipales de St Etienne","W","07/01/2010","Archives publiques","Versement",NA,NA,"Suivi des campagnes de recensement","Suivi des campagnes de recensement","Support papier","4,70",11
7187,"Archives municipales de St Etienne","W","07/01/2010","Archives publiques","Versement",NA,NA,"Déclarations de travaux, déclarations préalables
","Déclarations de travaux, déclarations préalables
","Support papier","7,50",72
7188,"Archives municipales de St Etienne","W","21/01/2010","Archives publiques","Versement",NA,NA,"Mandats, titres, bordereaux mandats.","Mandats, titres, bordereaux mandats.","Support papier","4,00",31
7189,"Archives municipales de St Etienne","EL","19/01/2010","Archives publiques","Versement",NA,NA,"COMMANDES ET FACTURES 2009 SERVICE ACHATS","COMMANDES ET FACTURES 2009 SERVICE ACHATS","Support papier","1,60",12
7190,"Archives municipales de St Etienne","C","12/01/2010","Archives privées","Don",NA,NA,"Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Support papier","0,90",24
7190,"Archives municipales de St Etienne","S","12/01/2010","Archives privées","Don",NA,NA,"Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Support papier","0,90",24
7190,"Archives municipales de St Etienne","S","12/01/2010","Archives privées","Don",NA,NA,"Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Support papier","0,90",24
7190,"Archives municipales de St Etienne","S","12/01/2010","Archives privées","Don",NA,NA,"Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Archives, mémoires de recherche et ouvrages sur l'enseignement professionnel.","Support papier","0,90",24
7191,"Archives municipales de St Etienne","EL","27/01/2010","Archives publiques","Versement",NA,NA,"Offres et candidatures non retenues","Offres et candidatures non retenues","Support électronique","6,80",31
7192,"Archives municipales de St Etienne","EL","18/02/2010","Archives publiques","Versement",NA,NA,"Gestion du service","Gestion du service","Support papier","35,50",267
7192,"Archives municipales de St Etienne","W","18/02/2010","Archives publiques","Versement",NA,NA,"Gestion du service","Gestion du service","Support papier","35,50",267
7192,"Archives municipales de St Etienne","W","18/02/2010","Archives publiques","Versement",NA,NA,"Gestion du service","Gestion du service","Support papier","35,50",267
7192,"Archives municipales de St Etienne","W","18/02/2010","Archives publiques","Versement",NA,NA,"Gestion du service","Gestion du service","Support papier","35,50",267
7193,"Archives municipales de St Etienne","W","04/02/2010","Archives publiques","Versement",NA,NA,"Gestion de la bibliothèque municipale et des bibliothèques de quartier","Gestion de la bibliothèque municipale et des bibliothèques de quartier","Support papier","3,50",23
7194,"Archives municipales de St Etienne","W","11/02/2010","Archives publiques","Versement",NA,NA,"Dossiers d'accueil ou de déplacements de délégations officielles.","Dossiers d'accueil ou de déplacements de délégations officielles.","Support papier","2,50",25
7195,"Archives municipales de St Etienne","EL","08/02/2010","Archives publiques","Versement",NA,NA,"Mandats de paiements  N° 1 Année 2007 - Relations Internationales
Mandats de paiements  N° 2 Année 2007 - Relations Internationales
Mandats de paiements  N° 3 Année 2007 - Relations Internationales
Mandats de paiements   Année 2007-2008 - Europe
Chrono Europe Année 2007 2008
Mandats de paiements   Année 2008 - Relations Internationales
Mandats de paiements   Année 2008 - Relations Internationales

","Mandats de paiements  N° 1 Année 2007 - Relations Internationales
Mandats de paiements  N° 2 Année 2007 - Relations Internationales
Mandats de paiements  N° 3 Année 2007 - Relations Internationales
Mandats de paiements   Année 2007-2008 - Europe
Chrono Europe Année 2007 2008
Mandats de paiements   Année 2008 - Relations Internationales
Mandats de paiements   Année 2008 - Relations Internationales

","Support papier","2,60",17
7196,"Archives municipales de St Etienne","EL","08/02/2010","Archives publiques","Versement",NA,NA,"Recrutement
","Recrutement
","Support papier","1,20",8
7197,"Archives municipales de St Etienne","AV","15/02/2010","Archives privées","Don",NA,NA,"L'eau à la Ricamarie","L'eau à la Ricamarie","Support papier","0,02",1
7197,"Archives municipales de St Etienne","S","15/02/2010","Archives privées","Don",NA,NA,"L'eau à la Ricamarie","L'eau à la Ricamarie","Support papier","0,02",1
7198,"Archives municipales de St Etienne","W","25/02/2010","Archives publiques","Versement",NA,NA,"MANDATS - TITRES ET BORDEREAUX","MANDATS - TITRES ET BORDEREAUX","Support papier","5,90",39
7199,"Archives municipales de St Etienne","EL","16/02/2010","Archives publiques","Versement",NA,NA,"MARCHES DIVERS (RESTAURANT - SECURITE - RECRUTEMENT).","MARCHES DIVERS (RESTAURANT - SECURITE - RECRUTEMENT).","Support papier","1,40",9
7200,"Archives municipales de St Etienne","E","25/02/2010","Archives publiques","Versement",NA,NA,"Registres d'état-civil","Registres d'état-civil","Support mixte","0,60",6
7200,"Archives municipales de St Etienne","E","25/02/2010","Archives publiques","Versement",NA,NA,"Registres d'état-civil","Registres d'état-civil","Support papier","0,60",6
7200,"Archives municipales de St Etienne","E","25/02/2010","Archives publiques","Versement",NA,NA,"Registres d'état-civil","Registres d'état-civil","Support papier","0,60",6
7201,"Archives municipales de St Etienne","EL","18/02/2010","Archives publiques","Versement",NA,NA,"Dossiers Recrutement","Dossiers Recrutement","Support papier","1,80",12
7202,"Archives municipales de St Etienne","EL","02/03/2010","Archives publiques","Versement",NA,NA,"Salle de musiques actuelles, construction","Salle de musiques actuelles, construction","Support papier","1,20",8
7203,"Archives municipales de St Etienne","EL","02/03/2010","Archives publiques","Versement",NA,NA,"Gymnase Paul Michelon, construction","Gymnase Paul Michelon, construction","Support papier","0,75",5
7204,"Archives municipales de St Etienne","EL","02/03/2010","Archives publiques","Versement",NA,NA,"Cité associative dans le quartier du Soleil, construction.","Cité associative dans le quartier du Soleil, construction.","Support papier","0,90",6
7205,"Archives municipales de St Etienne","W","18/03/2010","Archives publiques","Versement",NA,NA,"PERMIS DE CONSTRUIRE","PERMIS DE CONSTRUIRE","Support papier","5,00",33
7206,"Archives municipales de St Etienne","W","20/05/2010","Archives publiques","Versement",NA,NA,"Dossiers d'acquisitions et de ventes immobilières, dossiers de classement et de déclassement, dossiers du SIMOC, actes notariés.","Dossiers d'acquisitions et de ventes immobilières, dossiers de classement et de déclassement, dossiers du SIMOC, actes notariés.","Support mixte","30,00",192
7207,"Archives municipales de St Etienne","EL","09/03/2010","Archives publiques","Versement",NA,NA,"PIM'S Montreynaud : courrier travaux","PIM'S Montreynaud : courrier travaux","Support papier","0,15",1
7208,"Archives municipales de St Etienne","EL","09/03/2010","Archives publiques","Versement",NA,NA,"Cimetière de Cote-Chaude","Cimetière de Cote-Chaude","Support papier","0,15",1
7209,"Archives municipales de St Etienne","EL","09/03/2010","Archives publiques","Versement",NA,NA,"Maison François 1er","Maison François 1er","Support papier","0,30",2
7210,"Archives municipales de St Etienne","EL","09/03/2010","Archives publiques","Versement",NA,NA,"Edifices cultuels","Edifices cultuels","Support papier","1,80",12
7211,"Archives municipales de St Etienne","EL","18/03/2010","Archives publiques","Versement",NA,NA,"Dossiers de L. GANIVET, correspondante Ressources humaines (2004-2008).","Dossiers de L. GANIVET, correspondante Ressources humaines (2004-2008).","Support papier","4,60",43
7212,"Archives municipales de St Etienne","EL","01/04/2010","Archives publiques","Versement",NA,NA,"Dossiers de L. GANIVET, correspondante Ressources humaines.","Dossiers de L. GANIVET, correspondante Ressources humaines.","Support mixte","1,10",8
7212,"Archives municipales de St Etienne","W","01/04/2010","Archives publiques","Versement",NA,NA,"Dossiers de L. GANIVET, correspondante Ressources humaines.","Dossiers de L. GANIVET, correspondante Ressources humaines.","Support papier","1,10",8
7212,"Archives municipales de St Etienne","W","01/04/2010","Archives publiques","Versement",NA,NA,"Dossiers de L. GANIVET, correspondante Ressources humaines.","Dossiers de L. GANIVET, correspondante Ressources humaines.","Support papier","1,10",8
7213,"Archives municipales de St Etienne","EL","24/03/2010","Archives publiques","Versement",NA,NA,"Travaux dans différents bâtiments.","Travaux dans différents bâtiments.","Support papier","0,15",1
7214,"Archives municipales de St Etienne",NA,"30/03/2010","Archives privées","Don",NA,NA,"Diapositives sur Saint-Etienne","Diapositives sur Saint-Etienne","Support papier","0,50",3
7215,"Archives municipales de St Etienne","EL","01/04/2010","Archives publiques","Versement",NA,NA,"Décisions modificatives du 30/03/2009, du 08/06/2009, du 29/06/2009 et du 02/11/2009 et budget primitif 2010 tome 1 et 2 - Compte administratif 2008 tome 1 et 2 et budget primitif 2009 tome 1 et 2 - Notes de services 2004 et 2005 - Comptes-rendus réunions 2004 et 2005 - Délibérations 2005, 2007 - Main levée  cautions bancaires 2001, 2007 - Docs redressement judiciaire - Cahier exemplaire unique","Décisions modificatives du 30/03/2009, du 08/06/2009, du 29/06/2009 et du 02/11/2009 et budget primitif 2010 tome 1 et 2 - Compte administratif 2008 tome 1 et 2 et budget primitif 2009 tome 1 et 2 - Notes de services 2004 et 2005 - Comptes-rendus réunions 2004 et 2005 - Délibérations 2005, 2007 - Main levée  cautions bancaires 2001, 2007 - Docs redressement judiciaire - Cahier exemplaire unique","Support papier","1,60",14
7215,"Archives municipales de St Etienne","W","01/04/2010","Archives publiques","Versement",NA,NA,"Décisions modificatives du 30/03/2009, du 08/06/2009, du 29/06/2009 et du 02/11/2009 et budget primitif 2010 tome 1 et 2 - Compte administratif 2008 tome 1 et 2 et budget primitif 2009 tome 1 et 2 - Notes de services 2004 et 2005 - Comptes-rendus réunions 2004 et 2005 - Délibérations 2005, 2007 - Main levée  cautions bancaires 2001, 2007 - Docs redressement judiciaire - Cahier exemplaire unique","Décisions modificatives du 30/03/2009, du 08/06/2009, du 29/06/2009 et du 02/11/2009 et budget primitif 2010 tome 1 et 2 - Compte administratif 2008 tome 1 et 2 et budget primitif 2009 tome 1 et 2 - Notes de services 2004 et 2005 - Comptes-rendus réunions 2004 et 2005 - Délibérations 2005, 2007 - Main levée  cautions bancaires 2001, 2007 - Docs redressement judiciaire - Cahier exemplaire unique","Support papier","1,60",14
7216,"Archives municipales de St Etienne","EL","31/03/2010","Archives publiques","Versement",NA,NA,"Préparation budget primitif 2008 - Décisions modificatives 1 et 2 de 2008 - CA 2007 - BP 2009 - Cessions ville, AE, Biens meubles 2005 - CA, BP, 2005 - Inventaire compte 23 - Cession en cours 2004 à 2007 - CA 2005 - BP 2006 - CA 2006 - Dotation aux Amortissements 2006 - Cloture budget lotissement 2006 - Inventaire Loan, Amofi - Subventions tranférables 97-01 et 02-04 - Honoraires 2004 (exercice: 2003) et 2006 (exercice: 2005) - Cautions bancaires  1987 à 2000 - Certificats libératoires de retenue de garantie 2001 à 2006.","Préparation budget primitif 2008 - Décisions modificatives 1 et 2 de 2008 - CA 2007 - BP 2009 - Cessions ville, AE, Biens meubles 2005 - CA, BP, 2005 - Inventaire compte 23 - Cession en cours 2004 à 2007 - CA 2005 - BP 2006 - CA 2006 - Dotation aux Amortissements 2006 - Cloture budget lotissement 2006 - Inventaire Loan, Amofi - Subventions tranférables 97-01 et 02-04 - Honoraires 2004 (exercice: 2003) et 2006 (exercice: 2005) - Cautions bancaires  1987 à 2000 - Certificats libératoires de retenue de garantie 2001 à 2006.","Support papier","3,00",20
7217,"Archives municipales de St Etienne","EL","31/03/2010","Archives publiques","Versement",NA,NA,"Travaux dans les écoles","Travaux dans les écoles","Support papier","1,20",8
7218,"Archives municipales de St Etienne","EL","15/04/2010","Archives publiques","Versement",NA,NA,"Gestion du personnel, secrétariat, entretien de la voirie, commission municipale de la circulation, gestion des parkings et du stationnement, transports, plans du réseau routier, plan de déplacement (1965-2006).
","Gestion du personnel, secrétariat, entretien de la voirie, commission municipale de la circulation, gestion des parkings et du stationnement, transports, plans du réseau routier, plan de déplacement (1965-2006).
","Support papier","14,15",145
7218,"Archives municipales de St Etienne","W","15/04/2010","Archives publiques","Versement",NA,NA,"Gestion du personnel, secrétariat, entretien de la voirie, commission municipale de la circulation, gestion des parkings et du stationnement, transports, plans du réseau routier, plan de déplacement (1965-2006).
","Gestion du personnel, secrétariat, entretien de la voirie, commission municipale de la circulation, gestion des parkings et du stationnement, transports, plans du réseau routier, plan de déplacement (1965-2006).
","Support papier","14,15",145
7219,"Archives municipales de St Etienne","EL","07/04/2010","Archives publiques","Versement",NA,NA,"Travaux dans des salles recevant du public","Travaux dans des salles recevant du public","Support papier","1,20",8
7220,"Archives municipales de St Etienne","EL","19/04/2010","Archives publiques","Versement",NA,NA,"DEMANDES DE LOGEMENTS","DEMANDES DE LOGEMENTS","Support papier","8,30",55
7221,"Archives municipales de St Etienne","W","20/04/2010","Archives publiques","Versement",NA,NA,"Attribution de logement HLM ; Commission logement territorialisée ; dossiers individuels des sinistrés.","Attribution de logement HLM ; Commission logement territorialisée ; dossiers individuels des sinistrés.","Support papier","1,40",12
7222,"Archives municipales de St Etienne","W","21/05/2010","Archives publiques","Versement",NA,NA,"Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Support papier","5,40",36
7222,"Archives municipales de St Etienne","W","21/05/2010","Archives publiques","Versement",NA,NA,"Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Support papier","5,40",36
7222,"Archives municipales de St Etienne","W","21/05/2010","Archives publiques","Versement",NA,NA,"Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Capitale européenne de la Culture (2002-2010).
Art dans la Ville (2002-2003).
Autres manifestations (1999-2007).
","Support papier","5,40",36
7223,"Archives municipales de St Etienne","N","20/05/2010","Archives publiques","Versement",NA,NA,"Actes notariés.
","Actes notariés.
","Support papier","4,50",31
7224,"Archives municipales de St Etienne","EL","10/05/2010","Archives publiques","Versement",NA,NA,"Certificats d'urbanisme","Certificats d'urbanisme","Support papier","3,60",24
7225,"Archives municipales de St Etienne","EL","11/05/2010","Archives publiques","Versement",NA,NA,"Magazine municipal : dossiers de préparation (2007).
Comptabilité (1999-2004).","Magazine municipal : dossiers de préparation (2007).
Comptabilité (1999-2004).","Support papier","1,00",10
7226,"Archives municipales de St Etienne","EL","16/04/2010","Archives publiques","Versement",NA,NA,"Travaux dans les bâtiments municipaux","Travaux dans les bâtiments municipaux","Support papier","1,10",7
7227,"Archives municipales de St Etienne","S","03/06/2010","Archives publiques","Versement",NA,NA,"Magazine municipal : dossiers de préparation (2003).
","Magazine municipal : dossiers de préparation (2003).
","Support papier","0,50",5
7227,"Archives municipales de St Etienne","W","03/06/2010","Archives publiques","Versement",NA,NA,"Magazine municipal : dossiers de préparation (2003).
","Magazine municipal : dossiers de préparation (2003).
","Support papier","0,50",5
7228,"Archives municipales de St Etienne","S","01/06/2010","Archives privées","Don",NA,NA,"La confrontation entre les besoins en eau et les ressources en eau en moyenne montagne cristalline : thèse","La confrontation entre les besoins en eau et les ressources en eau en moyenne montagne cristalline : thèse","Support papier","0,05",1
7229,"Archives municipales de St Etienne","S","24/03/2010","Archives privées","Don",NA,NA,"Groote Oorlog, magazine de la section néerlandaise de la WFA (Western Front Association) : article sur le monument aux morts 1939-1945 de Saint-Etienne","Groote Oorlog, magazine de la section néerlandaise de la WFA (Western Front Association) : article sur le monument aux morts 1939-1945 de Saint-Etienne","Support papier","0,01",1
7230,"Archives municipales de St Etienne","S","11/06/2010","Archives privées","Don",NA,NA,"Comptes rendus des conseils d'administration et des assemblées générales (1884-1949) ; livres des comptes (1887-1893) ; cahiers des cours d'horticulture (1923-1924) ; 4 photos d'expositions ; ouvrages sur l'horticulture (fin 19éme-début 20éme)","Comptes rendus des conseils d'administration et des assemblées générales (1884-1949) ; livres des comptes (1887-1893) ; cahiers des cours d'horticulture (1923-1924) ; 4 photos d'expositions ; ouvrages sur l'horticulture (fin 19éme-début 20éme)","Support papier","1,00",5
7231,"Archives municipales de St Etienne","EL","01/07/2010","Archives publiques","Versement",NA,NA,"Pièces comptables","Pièces comptables","Support papier","2,20",12
7231,"Archives municipales de St Etienne","W","01/07/2010","Archives publiques","Versement",NA,NA,"Pièces comptables","Pièces comptables","Support papier","2,20",12
7232,"Archives municipales de St Etienne","S","09/06/2010","Archives privées","Achat",NA,NA,"Historique du premier bataillon F.F.I de la Loire, 1944-1945 : recueil de documents et illustration par Maurice Passemard.
Patrouille d'observation des positions ennemies côte 2282m, Ubaye janvier 1945 : témoignage illustré de Maurice Passemard.","Historique du premier bataillon F.F.I de la Loire, 1944-1945 : recueil de documents et illustration par Maurice Passemard.
Patrouille d'observation des positions ennemies côte 2282m, Ubaye janvier 1945 : témoignage illustré de Maurice Passemard.","Support papier","0,30",1
7233,"Archives municipales de St Etienne","EL","26/08/2010","Archives publiques","Versement",NA,NA,"Guideurope.
","Guideurope.
","Support électronique","1,00",9
7233,"Archives municipales de St Etienne","W","26/08/2010","Archives publiques","Versement",NA,NA,"Guideurope.
","Guideurope.
","Support papier","1,00",9
7234,"Archives municipales de St Etienne","NUM","21/07/2010","Archives publiques","Versement",NA,NA,"Numérisation du fonds Paul : CD de la société Arkhénum.
Numérisation de l'état-civil : CD de NTA","Numérisation du fonds Paul : CD de la société Arkhénum.
Numérisation de l'état-civil : CD de NTA","Support électronique","0,60",7
7235,"Archives municipales de St Etienne","EL","27/07/2010","Archives publiques","Versement",NA,NA,"Gestion salle de lecture, traitement des fonds
","Gestion salle de lecture, traitement des fonds
","Support papier","1,20",9
7236,"Archives municipales de St Etienne","W","27/07/2010","Archives publiques","Versement",NA,NA,"Gestion du service","Gestion du service","Support papier","1,70",13
7237,"Archives municipales de St Etienne","W","12/08/2010","Archives publiques","Versement",NA,NA,"Dossiers des délibérations.","Dossiers des délibérations.","Support papier","13,00",84
7238,"Archives municipales de St Etienne","W","04/08/2010","Archives publiques","Versement",NA,NA,"Service Contrôle de gestion.","Service Contrôle de gestion.","Support papier","2,60",21
7239,"Archives municipales de St Etienne","W","04/08/2010","Archives publiques","Versement",NA,NA,"Missions Petite enfance et Enseignement supérieur.","Missions Petite enfance et Enseignement supérieur.","Support mixte","5,30",14
7240,"Archives municipales de St Etienne","W","26/08/2010","Archives publiques","Versement",NA,NA,"Dossiers individuels gérés par les assistantes sociales (actifs, fin de contrat CDD, retraités)","Dossiers individuels gérés par les assistantes sociales (actifs, fin de contrat CDD, retraités)","Support papier","3,40",34
7241,"Archives municipales de St Etienne","EL","09/09/2010","Archives publiques","Versement",NA,NA,"Contrat de ville, projets sociaux de territoires, grand projet de ville.","Contrat de ville, projets sociaux de territoires, grand projet de ville.","Support papier","5,00",61
7241,"Archives municipales de St Etienne","W","09/09/2010","Archives publiques","Versement",NA,NA,"Contrat de ville, projets sociaux de territoires, grand projet de ville.","Contrat de ville, projets sociaux de territoires, grand projet de ville.","Support papier","5,00",61
7242,"Archives municipales de St Etienne","EL","23/08/2010","Archives publiques","Versement",NA,NA,"PIECES COMPTABLES.","PIECES COMPTABLES.","Support papier","0,45",3
7243,"Archives municipales de St Etienne",NA,"26/08/2010","Archives publiques","Versement",NA,NA,"Enquêtes publiques

Conseils de Quartiers","Enquêtes publiques

Conseils de Quartiers","Support papier","11,60",77
7244,"Archives municipales de St Etienne","EL","24/08/2010","Archives publiques","Versement",NA,NA,"Requêtes sur des problèmes d'espaces Public
","Requêtes sur des problèmes d'espaces Public
","Support papier","3,80",25
7245,"Archives municipales de St Etienne","EL","23/09/2010","Archives publiques","Versement",NA,NA,"Fonctionnement, demandes de subvention (2005-2008), contrat urbain de cohésion sociale 2007-2009 (2007-2008), coupe du monde de rugby (2007), étude de projets artistiques (2007-2008), Comédie de Saint-Etienne (1996-2005), dispositif Crescendo (2006).","Fonctionnement, demandes de subvention (2005-2008), contrat urbain de cohésion sociale 2007-2009 (2007-2008), coupe du monde de rugby (2007), étude de projets artistiques (2007-2008), Comédie de Saint-Etienne (1996-2005), dispositif Crescendo (2006).","Support papier","0,65",5
7245,"Archives municipales de St Etienne","W","23/09/2010","Archives publiques","Versement",NA,NA,"Fonctionnement, demandes de subvention (2005-2008), contrat urbain de cohésion sociale 2007-2009 (2007-2008), coupe du monde de rugby (2007), étude de projets artistiques (2007-2008), Comédie de Saint-Etienne (1996-2005), dispositif Crescendo (2006).","Fonctionnement, demandes de subvention (2005-2008), contrat urbain de cohésion sociale 2007-2009 (2007-2008), coupe du monde de rugby (2007), étude de projets artistiques (2007-2008), Comédie de Saint-Etienne (1996-2005), dispositif Crescendo (2006).","Support papier","0,65",5
7246,"Archives municipales de St Etienne","EL","27/08/2010","Archives publiques","Versement",NA,NA,"Subventions 2007 : musique, arts plastiques, audiovisuel cinéma, culture scientifique et technique, patrimoine, festival et communauté., lecture, salles de spectacles, cirque, théâtre.","Subventions 2007 : musique, arts plastiques, audiovisuel cinéma, culture scientifique et technique, patrimoine, festival et communauté., lecture, salles de spectacles, cirque, théâtre.","Support papier","0,90",6
